Instance,FCFS,SJF,SJF-P,RR
0,21.835636950512,3.3964924166426154,64.87328357700673,24.023706364869888
1,27.73884882940637,3.4877109287378545,69.58492377645774,28.74309766412834
2,17.5895435900867,5.973923276249497,61.34733665052915,18.752672460569322
3,25.123927298546803,5.10468005397829,69.63084683393528,31.348641112979564
4,21.276056427860883,4.845212417368017,85.0039337858526,24.330643692103123
5,25.786120982931195,8.164872328205137,80.37478526685331,24.489606619951232
6,24.78855686603788,6.867175211732887,59.40812653870101,15.696305167113115
7,27.753416049907603,5.173033233853384,77.51133298580147,30.294703131092234
8,25.399556764823558,6.151399422480832,71.0080278738347,24.315423116956364
9,23.481482729828016,4.22706937542369,57.46898065172585,30.933070041678803
10,22.288713102780797,6.248511270152164,64.44184914270232,38.17097627694532
11,23.26325374291899,4.998477773875259,85.33887650416155,19.003972511759144
12,26.70419601505111,4.295317790148967,73.01034014157337,27.142131436150617
13,21.88973894948981,4.514596980475825,88.73666474789485,22.854869882152055
14,28.129975975633677,8.843714982190285,56.34307406017154,26.07401287030911
15,30.822490522258217,6.5395031275436875,62.949184023988785,29.190887157069724
16,22.088207567116154,5.641012230023866,60.14649292288293,22.630949999861386
17,28.32357528426953,5.243303941778015,84.19349216486152,19.291137511672705
18,20.15830661081549,3.608889863706694,72.66550659142591,24.28704048959083
19,18.878256671905184,5.279578809942777,61.43353239065839,22.402214000462056
20,20.46004323415186,5.708943197902476,82.46595155128469,30.515087889201762
21,19.82805109390835,7.330394776410311,65.46924513114897,25.98581606909244
22,13.42720807288819,5.583988261727294,67.48689845356284,18.498610684107874
23,26.965220415434555,5.44654543995567,54.005501663409525,24.03094451561833
24,28.439044328621872,5.532814704323561,60.37080529661009,24.018996777021545
25,25.295643987773392,5.240693607141955,86.02953778747472,28.31284605716615
26,31.55850848167857,8.437968676372202,67.47559133087961,33.52963849698907
27,29.73711920279029,5.680608375161826,96.73387139863223,23.206233695008155
28,25.059594407223802,3.6244663006442397,124.17706529432704,28.788789068996454
29,28.83622645791319,4.758284025145788,76.35556522742863,27.69043436718565
30,24.153412166814295,7.659971614782227,55.06432577292018,28.25825799882776
31,22.666461828703863,5.634933956752693,78.9096861284206,17.72485974267456
32,22.501651099579927,4.570067983301943,54.937699270400124,16.88895394670927
33,32.7804372441281,6.197609650362224,64.42201177054328,30.889619619209007
34,21.881693271261415,6.424612873311195,75.43326097965236,35.73283637997361
35,26.548832354805345,6.401156900087146,55.71006323890701,34.5439284585239
36,24.46670753132149,3.7960858803092727,91.10377540403708,20.350745192603117
37,24.384345269856475,4.242341536078427,56.576163438236065,25.265472839189837
38,26.392083264386727,6.6410484740858085,58.69674280232157,21.63898587628645
