Instance,FCFS,SJF,SJF-P,RR
0,21.16692791311854,6.370967998112243,52.58222834547053,19.192007522259313
1,4.21799571049853,8.812167858979274,84.31273239127579,9.600630719331475
2,7.613265586807242,8.552875170444073,65.98811855631335,6.728650580152134
3,10.337968613147588,5.540027015477336,66.87073128037792,12.27058383671204
4,22.54135611457736,7.9285362850888665,86.52621295752981,13.503845725121678
5,25.972760965557164,8.986342456075908,67.39016970507393,6.0075778786236915
6,18.502909014686495,5.322512210152585,45.998705335214616,8.108924983039918
7,12.422432519869528,8.41514776436767,42.40007376084695,14.086801223249926
8,7.696352008113483,8.386399647122007,46.927351035510405,24.03007289563383
9,24.68037958458414,10.6150221366795,67.9341760525786,6.240919190677191
10,8.382283733640126,19.42106844584171,97.72374189788168,14.736661279891866
11,25.69268280731475,11.380488432725274,19.702171708055815,12.930512701768533
12,0.0,9.87775430400117,84.01317871920229,20.616379313790553
13,18.800715356299246,18.549688742844847,68.8085593449831,16.66422356980781
14,17.931221768221175,8.481659459846577,32.32903890783559,13.849737421252867
15,0.0,7.140255356952321,54.70806709151985,12.450025378517015
16,15.702349615868867,8.813639600891989,71.52187636736575,16.06885346616768
17,15.5152525235589,11.666102078082806,110.28300235145018,7.361881928641412
18,17.753882492022786,8.888834288330186,56.828457844747525,11.53983185394305
19,24.869045964333402,6.0333094985433915,66.64856815806726,16.77182716961172
20,1.123880144508451,7.265830143321435,96.56967595195141,9.402159237638786
21,7.276892927692411,7.415265108072271,0.3283470348794584,11.962515358804275
22,11.212217099117714,16.36017085585954,35.88042120131259,8.045195220466546
23,13.490469989892963,6.380709711823171,59.729556270694864,19.08643294548245
24,12.683014886361722,6.293046735640986,91.01338004671223,7.464935087059706
25,35.48684490918652,8.511732223556066,30.57239446614632,11.840847003035378
26,30.90033033473197,8.784394955108882,42.233794607149925,9.923945063013313
27,9.632538407466955,3.784322728551088,54.25383637733937,8.891090757502123
28,12.926192869737093,16.41243977750043,0.920171792061364,7.080994869170524
29,0.0,7.687397921778822,107.8564788517709,6.086385642886712
30,8.650308238510705,3.6272424958087415,86.19402009929179,7.43989510431699
31,27.42575991235525,18.53378633642629,54.98358162456937,10.68020494070503
32,23.319805107687603,6.79170742715246,73.25933169466798,15.809951322955113
33,9.472847398505943,13.030648371520916,37.89594585969132,8.664077794322383
34,10.194325528301341,7.174426049642121,65.12249921818501,9.68480619992982
35,11.303476846945665,13.885152720414029,63.68894991324473,11.892887926183874
36,22.305983842253973,9.332957613721556,79.30225397257463,6.4605577524574755
37,13.278393947816749,7.396315508907175,91.05824813133891,8.600384597658865
38,3.2523077565350644,14.389567731897971,93.30458167372306,13.268297809132148
39,18.601190591122148,27.495685048875913,83.72299488707228,18.149471911421912
40,3.1059197559713843,8.246233229504579,48.23449671301657,14.207155611088883
41,14.790964183396897,9.548833534505693,49.82992437774999,8.477354612947705
42,22.02249746761189,7.403492297132591,5.22577390446696,11.264126290138268
43,3.9487123697355186,5.305992494545501,59.386808707653856,12.435408928006272
44,15.888940822123024,5.309872949444003,80.98641952435777,17.312192004674376
45,20.040486239367553,12.00024971084424,47.50333697909951,9.311887646792158
46,22.031512586493694,9.08585168700032,42.39151401789248,9.284480392806223
47,23.035510668415494,13.639374114593359,71.49788857058616,8.232082670426458
48,25.369155245973214,14.708526451219477,37.71912072355238,9.869120585396667
49,17.90664685793112,6.807103616867002,67.96860244162175,8.939548185489874
50,0.0,10.238973866136666,65.06731352718263,10.102776337491377
51,19.405031299488208,14.953961553497864,54.61740692716328,5.681071579515187
52,23.084145967050006,14.462189133333203,40.911529951113906,20.188104007265185
53,2.6518084188842193,13.48852984565803,26.697519137910234,12.241847501579501
54,10.741250027788688,13.512754754898557,44.263690389091856,9.823269754838151
55,27.161951357171333,6.810271326308723,80.23702590548281,19.16295476848821
56,0.0,10.280364299640416,49.34368187731287,13.934315061651295
57,17.77326250095389,16.158464530342336,89.79681116621887,16.91667205728013
58,22.368190991957213,19.279853159906562,114.18837603764018,13.949603691168624
59,0.0,7.606300925380861,22.826640661907824,12.616105590443604
60,31.23125739856853,8.66768936270555,54.97967799231981,16.76871950286884
61,0.0,15.837434097563834,45.03209864822756,12.723223747034378
62,28.4005526980769,12.394269243747344,59.81554654460276,21.690678037409103
63,3.5946387282490577,7.082315327276947,67.44576793553462,11.639152469636459
64,12.319418063483672,6.179517862779212,86.416063136862,18.54022434773397
65,20.235567655715272,6.773996860368778,40.263543213108925,1.2003439756872922
66,11.683004647947687,8.699744161259257,65.92504807666481,12.026074771481271
67,25.325645516771335,7.998294955954573,72.16829827711557,11.825710972779266
68,24.723780439879775,27.77349064670778,9.636627003840443,5.261971049191396
69,0.0,7.8101432294317,63.279191139584015,6.7792831717901745
70,20.138141252196867,6.653563084480125,53.78207641858905,9.65629536170106
71,6.003105048230985,5.58895224162875,52.80150188480016,7.989130281882917
72,4.217994474758244,9.48231728685205,40.2850446113629,10.439026374851126
73,26.495678467596804,5.606663303202645,30.837942143833672,7.919912557440276
74,15.716701124148964,9.033897983178138,72.50881698768418,12.743109888621806
75,12.26247607952386,27.310500313653584,33.216192803359256,19.47005335761885
76,20.30267089191458,10.229986019373882,56.000817410163904,11.87404116538412
77,10.057528111246938,9.89820082737455,53.743315514062225,7.484174779176997
